code,description_en,description_no
30237340,"Digital Linear Tape (DLT) cartridges","DLT-kassetter (Digital Linear Tape)"
30237350,"Data cartridges",Datakassetter
30237360,"Linear Tape-Open (LTO) cartridges","LTO-kassetter (Linear Tape-Open)"
30237370,"Recording cartridges",Innspillingskassetter
30237380,CD-ROM,CD-ROM
30237400,"Data entry accessories",Datanoteringstilbehør
30237410,"Computer mouse","Mus (til PCer)"
30237420,Joysticks,Joysticks
30237430,"Light pens",Lyspenner
30237440,Trackballs,Trackballs
30237450,"Graphics tablets",Tegneplater
30237460,"Computer keyboards","Tastaturer til datamaskiner"
30237461,"Programmable keyboards","Programerbare tastaturer"
30237470,"Braille pads","Braille- tastaturer (blindeskrift)"
30237475,"Electric sensors","Elektriske følere"
30237480,"Input units",Inputenheter
30238000,"Library automation equipment","Utstyr til biblioteksautomasjon"
31000000,"Electrical machinery, apparatus, equipment and consumables; lighting","Elektrisk maskineri, apparater, utstyr og forbruksvarer; Belysning"
31100000,"Electric motors, generators and transformers","Elektriske motorer, generatorer og transformatorer"
31110000,"Electric motors","Elektriske motorer"
31111000,Adapters,Adaptere
31120000,Generators,Generatorer
31121000,"Generating sets",Generatoraggregater
31121100,"Generating sets with compression-ignition engines","Generatoraggregater med kompressjonstenningsmotorer"
31121110,"Power converters",Effektomformere
31121111,"Electric rotary converters","Roterende elektriske omformere"
31121200,"Generating sets with spark-ignition engines","Generatoraggregater med gnisttenningsmotorer"
31121300,"Wind-energy generators",Vindenergigeneratorer
31121310,Windmills,Vindmøller
31121320,"Wind turbines",Vindturbiner
31121330,"Wind turbine generators",Vindturbingeneratorer
31121331,"Turbine rotors",Turbinrotorer
31121340,"Wind farm",Vindmøllepark
31122000,"Generator units",Generatoranlegg
31122100,"Fuel cells",Brenselsceller
31124000,"Steam-turbine generator and related apparatus","Dampturbinegenerator og relaterte apparater"
31124100,"Turbine generator sets",Turbingeneratoraggregater
31124200,"Turbine generator control apparatus","Styreutstyr til turbingenerator"
31126000,Dynamos,Dynamoer
31127000,"Emergency generator",Nødstrømsanlegg
31128000,Turbogenerator,Turbogenerator
31130000,Alternators,Vekselstrømsgeneratorer
31131000,"Single-phase motors",Enfasemotorer
31131100,Actuators,"Aktivatorer, utløsere"
31131200,Anodes,Anoder
31132000,"Multi-phase motors","Flerfasede motorer"
31140000,"Cooling towers",Kjøletårn
31141000,"Water coolers",Vannkjøleanlegg
31150000,"Ballasts for discharge lamps or tubes","Ballaster til utladningslamper eller -rør"
31151000,"Static converters","Statiske omformere"
31153000,Rectifiers,Likerettere
31154000,"Uninterruptible power supplies","Uavbrutte strømforsyninger (UPS)"
31155000,Inverters,Invertere
31156000,"Interruptible power supplies","Avbrutte strømforsyninger"
31157000,Inductors,Induksjonsspoler
31158000,Chargers,Ladeaggregater
31158100,"Battery chargers",Batteriladere
31158200,Supercharger,"Kompressor til bilmotor"
31158300,Turbocharger,Turbolader
31160000,"Parts of electric motors, generators and transformers","Deler til elektriske motorer, generatorer og transformatorer"
31161000,"Parts for electrical motors and generators","Deler til elektriske motorer og generatorer"
31161100,"Excitation systems",Magnetiseringssystemer
31161200,"Gas cooling systems",Gasskjølesystemer
31161300,"Generator rotors",Generatorrotorer
31161400,"Primary water systems","Primære vannsystemer"
31161500,"Seal oil systems",Oljetettningssystemer
31161600,"Stator cooling water systems","Stator vannkjølessystemer"
31161700,"Parts of steam generators","Deler til dampgeneratorer"
31161800,"Parts of gas generators","Deler til gassgeneratorer"
31161900,"Voltage-control systems",Spenningsregulatorer
31162000,"Parts of transformers, inductors and static converters","Deler til transformatorer, induksjonsspoler og statiske omformere"
31162100,"Parts of condensers","Deler til kondensatorer"
31170000,Transformers,Transformatorer
31171000,"Liquid dielectric transformers","Transformatorer med dielektrisk væske"
31172000,"Voltage transformers",Spenningstransformatorer
31173000,"Instrument transformer",Instrumenttransformator
31174000,"Power supply transformers",Strømforsyningstransformatorer
31200000,"Electricity distribution and control apparatus","Elektriske fordelings- og styringsapparater"
31210000,"Electrical apparatus for switching or protecting electrical circuits","Elektriske apparater med av/på-kobling eller for å beskytte elektriske kretsløp"
31211000,"Boards and fuse boxes","Tavler og sikringsskap"
31211100,"Boards for electrical apparatus","Tavler for elektriske apparater"
31211110,"Control panels",Kontrollpanel
31211200,"Fuse boxes",Sikringsskap
31211300,Fuses,Sikringer
31211310,Cut-outs,Strømbrytere
31211320,"Fuse blocks",Sikringsblokker
31211330,"Fuse wires",Sikringsledninger
31211340,"Fuse clips",Sikringsholdere
31212000,"Circuit breakers","Strømbrytere, overbelastningsbryter"
31212100,"Overhead circuit breakers","Strømbryter for kontaktledninger"
31212200,"Circuit testers",Kretsløpstestere
31212300,"Magnetic circuit breakers","Magnetiske strømbrytere"
31212400,"Miniature circuit breakers","Miniatyr strømbrytere"
31213000,"Distribution equipment",Fordelingsutstyr
31213100,"Distribution boxes",Fordelerbokser
31213200,"Distribution transformers",Distribusjonstransformatorer
31213300,"Cable distribution cabinet",Kabelfordelingsskap
31213400,"Distribution system",Distribusjonssystem
31214000,Switchgear,Koblingsutstyr
31214100,Switches,Brytere
31214110,"Isolating switches","Isolerende brytere"
31214120,"Earthing switch",Jordbryter
31214130,"Safety switches",Sikkerhetsbrytere
31214140,"Dimmer switches",Lysdemperbrytere
31214150,"Drum switches",Trommelbrytere
31214160,"Pressure switches",Trykkbrytere
31214170,"Toggle switches",Vippebrytere
31214180,"Slide switches",Skyvebrytere
31214190,"Limit switches",Endebrytere
31214200,"Switch disconnector",Avkoplingsbryter
31214300,"Outdoor switching installations","Utendørs koplingsanlegg"
31214400,"Fuse switch disconnector","Sikringsbryter, utkoblingsbryter"
31214500,"Electric switchboards","Elektriske koplingstavler"
31214510,"Distribution switchboards",Fordelingstavler
31214520,"Medium-voltage switchboards","Fordelingstavler for mellomspenning"
31215000,"Voltage limiters",Spenningsbegrensere
31216000,"Lightning arrestors",Lynavledere
31216100,"Lightning-protection equipment",Lynbeskyttelsesutstyr
31216200,"Lightning conductors",Lynledere
31217000,"Surge suppressors",Overspenningsbeskyttere
31218000,Busbars,Samleskinner
31219000,"Protection boxes",Beskyttelsesbokser
31220000,"Electrical circuit components","Komponenter til elektriske kretsløp"
31221000,"Electrical relays","Elektriske releer"
31221100,"Power relays",Effektreleer
31221200,"General purpose relays",Universalreleer
31221300,"Socket relays","Pluggbare koblingsreleer"
31221400,"Alternating voltage relays",Vekselspenningsreleer
31221500,"Mercury relays",Kvikksølvreleer
31221600,"Time relays",Tidsreleer
31221700,"Overload relays",Overlastreleer
31223000,Lamp-holders,Lampeholdere
31224000,"Connections and contact elements","Koplinger og kontaktelement"
31224100,"Plugs and sockets","Stikkontakter og kontakter"
31224200,"Coaxial connectors",Koaksialkontakter
31224300,"Connection boxes",Koplingsbokser
31224400,"Connection cables",Tilslutningskabler
31224500,Terminals,Klemmer
31224600,Dimmers,"Lysdempere, dimmere"
31224700,"Junction boxes",Forgreningsbokser
31224800,"Cable joining kits",Kabelsamlingssett
31224810,"Extension cables",Skøyteledninger
31230000,"Parts of electricity distribution or control apparatus","Deler til elektrisk fordelings- eller styreutstyr"
31300000,"Insulated wire and cable","Isolert ledning og kabel"
31310000,Mains,Ledningsnett
31311000,"Mains connections",Nettilslutninger
31320000,"Power distribution cables",Strømfordelerkabler
31321000,"Electricity power lines",Sterkstrømsledninger
31321100,"Overhead power lines",Sterkstrømsluftledninger
31321200,"Low- and medium-voltage cable","Lav- og middelspenningskabel"
31321210,"Low-voltage cable",Lavspenningskabel
31321220,"Medium-voltage cable",Middelspenningskabler
31321300,"High-voltage cable",Høyspenningskabler
31321400,"Underwater cable",Undervannskabel
31321500,"Submarine cable","Sjøkabel, undervannskabel"
31321600,"Shielded cable","Skjermet kabel"
31321700,"Signalling cable",Signalkabler
31330000,"Coaxial cable",Koaksialkabel
31340000,"Insulated cable accessories","Isolerte kabeltilbehør"
31341000,"Insulated cable reels","Isolerte kabeltromler"
31342000,"Insulated cable junctions","Isolerte kabelforbindelser"
31343000,"Insulated cable joints","Isolerte kabelsamlinger"
31344000,"Insulated cable glands","Isolert kabelgjennomføring"
31350000,"Electric conductors for data and control purposes","Elektriske ledere, til data- og kontrollformål"
31351000,"Electric conductors for access control systems","Elektriske ledere for adgangskontrollsystemer"
31400000,"Accumulators, primary cells and primary batteries","Akkumulatorer, primærelementer og primærbatterier"
31410000,"Primary cells",Primærelementer
31411000,"Alkaline batteries","Alkaliske batterier"
31420000,"Primary batteries",Primærbatterier
31421000,"Lead batteries",Blybatterier
31422000,"Battery packs",Batteripakker
31430000,"Electric accumulators","Elektriske akkumulatorer"
31431000,"Lead-acid accumulators",Blyakkumulatorer
31432000,"Nickel-cadmium accumulators","Nikkel- kadmium akkumulatorer"
31433000,"Nickel-iron accumulators","Nikkel-jern akkumulatorer"
31434000,"Lithium accumulators","Litium akkumulatorer"
31440000,Batteries,Batterier
31500000,"Lighting equipment and electric lamps","Belysningsutstyr og elektriske lamper"
31510000,"Electric filament lamps","Elektriske glødelamper"
31511000,"Sealed-beam lamp units","Lukkede lyskasterenheter"
31512000,"Tungsten halogen filament lamps","Wolfram halogenglødelamper"
31512100,"Halogen bulbs, linear","Halogenlyspærer, to sokler"
31512200,"Halogen bulbs, bi-pin","Halogenlyspærer med to stifter"
31512300,"Halogen bulbs, dichroic","Halogenlyspærer, dikorisk"
31514000,"Discharge lamps",Utladningslamper
31515000,"Ultraviolet lamps","Ultraviolette lamper"
31516000,"Infrared lamps","Infrarøde lamper"
31517000,"Arc lamps",Buelamper
31518000,"Signalling lights",Signallys
31518100,Floodlights,"Projektører, flomlys"
31518200,"Emergency lighting equipment",Nødbelysningsutstyr
31518210,Stormlights,Stormlys
31518220,"Light stick",Lysstikker
31518300,Rooflights,Taklys
31518500,"Mercury-vapour lamps",Kvikksølvlamper
31518600,Searchlights,Søkelys
31519000,"Incandescent and neon lamps","Glødelamper og neonlyskilder"
31519100,"Incandescent lamps",Glødelamper
31519200,"Neon lamps",Neonlys
31520000,"Lamps and light fittings","Lamper og lysarmaturer"
31521000,Lamps,Lamper
31521100,"Desk lamps",Skrivebordslamper
31521200,"Floor-standing lamps",Gulvlamper
31521300,"Portable electric lamps","Bærbare elektriske lamper"
31521310,"Warning lights",Varselslys
31521320,Torches,Lommelykter
31521330,"Rechargeable portable electric lamps","Oppladbare bærbare elektriske lamper"
31522000,"Christmas tree lights",Juletrebelysning
31523000,"Illuminated signs and nameplates","Opplyste skilt og navneplater"
31523100,"Advertising neon lights","Reklame neonlyskilder"
31523200,"Permanent message signs","Permanent signaliserende skilt"
31523300,"Illuminated nameplates","Opplyste navneplater"
31524000,"Ceiling or wall light fittings","Armaturer til tak- eller vegglamper"
31524100,"Ceiling light fittings","Armatur til taklamper"
31524110,"Operating-theatre lamps",Operasjonsstuelamper
31524120,"Ceiling lights",Takbelysning
31524200,"Wall light fittings",Veggarmatur
31524210,"Wall lights",Veggbelysning
31527000,Spotlights,Spotlights
31527200,"Exterior lights",Utendørsbelysning
31527210,Lanterns,Lanterner
31527260,"Lighting systems",Lysanlegg
31527270,"Platforms lighting","Belysning av plattformer"
31527300,"Domestic lights","Belysning til husholdningsbruk"
31527400,"Underwater lights",Undervannslamper
31530000,"Parts of lamps and lighting equipment","Deler av lamper og belysningsutstyr"
31531000,"Light bulbs","Elektriske pærer"
31531100,"Electric tubes",Lysstoffrør
31532000,"Parts of lamps and light fittings","Deler av lamper og lysarmaturer"
31532100,"Tube lamps",Rørlamper
31532110,"Fluorescent tube lamps",Lysrørslamper
31532120,"Compact fluorescent tube lamps",Kompaktlysrørslamper
31532200,"Ring lamps",Ringlamper
31532210,"Fluorescent ring lamps","Fluorescerende ringlamper"
31532300,"Globe lamps",Kulelamper
31532310,"Compact fluorescent globe lamps","Kompakte fluorescerende kulelamper"
31532400,"Lamps sockets",Lampeholder
31532500,"Lamp starters","Lampe startere"
31532510,"Starters for fluorescent lamps","Startere for fluorescerende lamper"
31532600,"Lamp reactors",Lampereaktorer
31532610,"Reactors for fluorescent lamps","Reaktorer for fluorescerende lamper"
31532700,"Lamp covers",Lysarmaturavdekning
31532800,"Lamp arms",Lampearmer
31532900,"Fluorescent lights","Fluoriserende lys, lysstoffrør"
31532910,"Fluorescent tubes",Lysrør
31532920,"Bulbs and fluorescent lamps","Lyspærer og lysrør"
31600000,"Electrical equipment and apparatus","Elektrisk utstyr"
31610000,"Electrical equipment for engines and vehicles","Elektrisk utstyr til motorer og kjøretøyer"
31611000,"Wiring sets",Installasjonsutstyr
31612000,"Electrical wiring looms for engines","Elektriske installasjonsviklinger til motorer"
31612200,"Starter motors",Startmotorer
31612300,"Electrical signalling equipment for engines","Elektrisk signalutstyr for motorer"
31612310,Blinkers,Blinkelys
31620000,"Sound or visual signalling apparatus","Akustiske eller visuelle signalapparater"
31625000,"Burglar and fire alarms","Tyveri- og brannalarmer"
31625100,"Fire-detection systems",Branndetektorsystemer
31625200,"Fire-alarm systems",Brannalarmsystemer
31625300,"Burglar-alarm systems",Tyverialarmsystemer
31630000,Magnets,Magneter
31640000,"Machines and apparatus with individual functions","Maskiner og apparater med selvstendige funksjoner"
31642000,"Electronic detection apparatus","Elektronisk detektorapparatur"
31642100,"Detection apparatus for metal pipes",Metallrørdetektorer
31642200,"Detection apparatus for mines",Minedetektorer
31642300,"Detection apparatus for plastics",Plastdetektorer
31642400,"Detection apparatus for non-metallic objects","Dektorer for ikke- metalliske gjenstander"
31642500,"Detection apparatus for timber",Trevirkedetektorer
31643000,"Particle accelerators",Partikkelakseleratorer
31643100,"Linear accelerators","Lineære akseleratorer"
31644000,"Miscellaneous data recorders","Diverse dataopptakere"
